TermékNév	Ár	TFT	CPU	RAM	HDD	GPU	Súly	Gar.	Akku	ODD	OS	Chipset	Audio	Bill.	Portok	Multimédia	Lopás védelem	Méret	Szállítás	Érintőkijelző: 	Biztonság	Mobil internet modul	GPS
Dell Vostro 5470 160228 Notebook	149528 Ft	14" HD LED fényes TFT 16:9 (1366 x 768)	Intel® Core™ i3-4010U (Dual-Core, 1.7 GHz)		14" HD LED fényes TFT 16:9 (1366 x 768)	opcionális külső író (nem tartozék)	Üzembehelyezés / installáció 6000Ft	337,6 x 233,5 x 18,3 mm	magyar		8 az 1-ben kártyaolvasó, beépített HD webkamera	Mobile Intel® HM86 Express Chipset	NVIDIA® GeForce® GT 740M 2GB DDR3	Beépített sztereó hangszórók mélysugárzóval	3-cellás Lithium-Ion	Intel Anti-Theft védelem (előfizetés szükséges)		1,53 kg	3 év helyszíni garancia		USB 2.0 (2db), Gigabit LAN (10/100/1000), HDMI csatlakozó, Wireless LAN 802.11 b/g/n (WiFi), USB 3.0 (1db), Bluetooth v4.0 + HS			
ASUS X550CC-XO198D Notebook	0 Ft	15,6" HD LED matt TFT 16:9 (1366 x 768)	Intel® Core™ i7-3537U (Dual-Core, 2.0 - 3.1 GHz)	8GB DDR3 1600MHz	15,6" HD LED matt TFT 16:9 (1366 x 768)	DVD író / olvasó (supermulti)	Üzembehelyezés / installáció 6000Ft	38.0 x 2.51 x 2.48 ~ 3.17 cm	magyar teljes méretű, numerikus billentyűkkel		SD/SDHC/SDXC kártyahely, beépített HD webkamera	Mobile Intel® HM76 Express Chipset	NVIDIA® GeForce® GT 720M 2GB DDR3	SonicMaster beépített hangszóró és mikrofon	4 cellás (37WHr) lithium-ion	VGA monitor kimenet, Gigabit LAN (10/100/1000), USB 2.0 (1db), HDMI csatlakozó, Wireless LAN 802.11 b/g/n (WiFi), USB 3.0 (1db), Bluetooth v4.0 + HS		2.3 kg						
ASUS X550CC-XO249D Notebook	151890 Ft	15,6" HD LED matt TFT 16:9 (1366 x 768)	Intel® Core™ i7-3537U (Dual-Core, 2.0 - 3.1 GHz)		15,6" HD LED matt TFT 16:9 (1366 x 768)	DVD író / olvasó (supermulti)	Üzembehelyezés / installáció 6000Ft	38.0 x 2.51 x 2.48 ~ 3.17 cm	magyar teljes méretű, numerikus billentyűkkel		SD/SDHC/SDXC kártyahely, beépített HD webkamera	Mobile Intel® HM76 Express Chipset	NVIDIA® GeForce® GT 720M 2GB DDR3	SonicMaster beépített hangszóró és mikrofon	4 cellás (37WHr) lithium-ion	VGA monitor kimenet, Gigabit LAN (10/100/1000), USB 2.0 (1db), HDMI csatlakozó, Wireless LAN 802.11 b/g/n (WiFi), USB 3.0 (1db), Bluetooth v4.0 + HS		2.3 kg						
Dell Inspiron 17R 5737 157758 Notebook	151890 Ft	17,3" HD+ LED fényes TFT 16:9 (1600 x 900)	Intel® Core™ i5-4200U (Dual-Core, 1.6 - 2.6 GHz)		17,3" HD+ LED fényes TFT 16:9 (1600 x 900)	DVD író / olvasó (supermulti)	Üzembehelyezés / installáció 6000Ft	412 x 270 x 28.34 - 35.6 mm	magyar teljes méretű, numerikus billentyűkkel		8 az 1-ben kártyaolvasó, beépített HD webkamera	Mobile Intel® HM86 Express Chipset	AMD Radeon™ HD 8870M 2GB GDDR5	Beépített sztereó hangszórók	6cellás (65WHr) lithium-ion	10/100mbps LAN, USB 2.0 (2db), VGA monitor kimenet, HDMI csatlakozó, Wireless LAN 802.11 b/g/n (WiFi), USB 3.0 (2db), Bluetooth v4.0 + HS		2.73 kg	3 év					
ASUS X550CC-XO081D Notebook	151890 Ft	15,6" HD LED matt TFT 16:9 (1366 x 768)	Intel® Core™ i7-3537U (Dual-Core, 2.0 - 3.1 GHz)		15,6" HD LED matt TFT 16:9 (1366 x 768)	DVD író / olvasó (supermulti)	Üzembehelyezés / installáció 6000Ft	38.0 x 2.51 x 2.48 ~ 3.17 cm	magyar teljes méretű, numerikus billentyűkkel		SD/SDHC/SDXC kártyahely, beépített HD webkamera	Mobile Intel® HM76 Express Chipset	NVIDIA® GeForce® GT 720M 2GB DDR3	SonicMaster beépített hangszóró és mikrofon	4 cellás (37WHr) lithium-ion	VGA monitor kimenet, Gigabit LAN (10/100/1000), USB 2.0 (1db), HDMI csatlakozó, Wireless LAN 802.11 b/g/n (WiFi), USB 3.0 (1db), Bluetooth v4.0 + HS		2.3 kg						
Acer V5-573G-54204G1Takk NX.MCEEU.008 Notebook	151890 Ft	15,6" HD LED matt TFT 16:9 (1366 x 768)	Intel® Core™ i5-4200U (Dual-Core, 1.6 - 2.6 GHz)		15,6" HD LED matt TFT 16:9 (1366 x 768)	opcionális külső író (nem tartozék)	Üzembehelyezés / installáció 6000Ft	381.6 x 255.95 x 20.75 mm	magyar teljes méretű, numerikus billentyűkkel		Multi az 1-ben kártyaolvasó, beépített HD webkamera	Mobile Intel® HM86 Express Chipset	NVIDIA® GeForce® GT 750M 4GB DDR3	Dolby® Advanced Audio™ v2	4 cellás lithium-polymer	USB 2.0 (2db), HDMI csatlakozó, Wireless LAN 802.11 b/g/n (WiFi), USB 3.0 (1db), Bluetooth v4.0 + HS		2.041 kg	2 év nemzetközi, belföldön el- és visszaszállítás					
ASUS X550CC-XO726D Notebook	151890 Ft	15,6" HD LED matt TFT 16:9 (1366 x 768)	Intel® Core™ i7-3537U (Dual-Core, 2.0 - 3.1 GHz)		15,6" HD LED matt TFT 16:9 (1366 x 768)	DVD író / olvasó (supermulti)	Üzembehelyezés / installáció 6000Ft	38.0 x 2.51 x 2.48 ~ 3.17 cm	magyar teljes méretű, numerikus billentyűkkel		SD/SDHC/SDXC kártyahely, beépített HD webkamera	Mobile Intel® HM76 Express Chipset	NVIDIA® GeForce® GT 720M 2GB DDR3	SonicMaster beépített hangszóró és mikrofon	4 cellás (37WHr) lithium-ion	VGA monitor kimenet, Gigabit LAN (10/100/1000), USB 2.0 (1db), HDMI csatlakozó, Wireless LAN 802.11 b/g/n (WiFi), USB 3.0 (1db), Bluetooth v4.0 + HS		2.3 kg						
Dell Inspiron 17R 5737 157759 Piros Notebook	153465 Ft	17,3" HD+ LED fényes TFT 16:9 (1600 x 900)	Intel® Core™ i5-4200U (Dual-Core, 1.6 - 2.6 GHz)		17,3" HD+ LED fényes TFT 16:9 (1600 x 900)	DVD író / olvasó (supermulti)	Üzembehelyezés / installáció 6000Ft	412 x 270 x 28.34 - 35.6 mm	magyar teljes méretű, numerikus billentyűkkel		8 az 1-ben kártyaolvasó, beépített HD webkamera	Mobile Intel® HM86 Express Chipset	AMD Radeon™ HD 8870M 2GB GDDR5	Beépített sztereó hangszórók	6cellás (65WHr) lithium-ion	10/100mbps LAN, USB 2.0 (2db), VGA monitor kimenet, HDMI csatlakozó, Wireless LAN 802.11 b/g/n (WiFi), USB 3.0 (2db), Bluetooth v4.0 + HS		2.73 kg	3 év					
Dell Inspiron 17R 5737 157760 Kék Notebook	153465 Ft	17,3" HD+ LED fényes TFT 16:9 (1600 x 900)	Intel® Core™ i5-4200U (Dual-Core, 1.6 - 2.6 GHz)		17,3" HD+ LED fényes TFT 16:9 (1600 x 900)	DVD író / olvasó (supermulti)	Üzembehelyezés / installáció 6000Ft	412 x 270 x 28.34 - 35.6 mm	magyar teljes méretű, numerikus billentyűkkel		8 az 1-ben kártyaolvasó, beépített HD webkamera	Mobile Intel® HM86 Express Chipset	AMD Radeon™ HD 8870M 2GB GDDR5	Beépített sztereó hangszórók	6cellás (65WHr) lithium-ion	10/100mbps LAN, USB 2.0 (2db), VGA monitor kimenet, HDMI csatlakozó, Wireless LAN 802.11 b/g/n (WiFi), USB 3.0 (2db), Bluetooth v4.0 + HS		2.73 kg	3 év					
Dell Inspiron 17R 5737 157761 Lila Notebook	153465 Ft	17,3" HD+ LED fényes TFT 16:9 (1600 x 900)	Intel® Core™ i5-4200U (Dual-Core, 1.6 - 2.6 GHz)		17,3" HD+ LED fényes TFT 16:9 (1600 x 900)	DVD író / olvasó (supermulti)	Üzembehelyezés / installáció 6000Ft	412 x 270 x 28.34 - 35.6 mm	magyar teljes méretű, numerikus billentyűkkel		8 az 1-ben kártyaolvasó, beépített HD webkamera	Mobile Intel® HM86 Express Chipset	AMD Radeon™ HD 8870M 2GB GDDR5	Beépített sztereó hangszórók	6cellás (65WHr) lithium-ion	10/100mbps LAN, USB 2.0 (2db), VGA monitor kimenet, HDMI csatlakozó, Wireless LAN 802.11 b/g/n (WiFi), USB 3.0 (2db), Bluetooth v4.0 + HS		2.73 kg	3 év					
HP Pavilion 15-n004eh F6R77EA Notebook	154252 Ft	15,6" HD LED fényes TFT 16:9 (1366 x 768)	Intel® Core™ i5-4200U (Dual-Core, 1.6 - 2.6 GHz)		15,6" HD LED fényes TFT 16:9 (1366 x 768)	DVD író / olvasó (supermulti)	Üzembehelyezés / installáció 6000Ft	38,56 x 25,8 x 2,26 cm	magyar teljes méretű, numerikus billentyűkkel		beépített HD webkamera, médiakártya-olvasó	Mobile Intel® HM86 Express Chipset	NVIDIA® GeForce® GT 740M 2GB DDR3	Beépített DTS® sztereó hangszórók	4 cellás (41WHr) lithium-ion	10/100mbps LAN, Bluetooth, USB 2.0 (1db), HDMI csatlakozó, Wireless LAN 802.11 b/g/n (WiFi), USB 3.0 (2db)		2,28 kg						
Samsung Ativ Book 4 NP450R5E-X01HU Fehér Notebook	155827 Ft	15,6" HD LED matt TFT 16:9 (1366 x 768)	Intel® Core™ i5-3230M (Dual-Core, 2.6 - 3.2 GHz)		15,6" HD LED matt TFT 16:9 (1366 x 768)	opcionális külső író (nem tartozék)	Üzembehelyezés / installáció 6000Ft	376 x 248 x 22,9 mm	magyar teljes méretű, numerikus billentyűkkel		3 az 1-ben kártyaolvasó (SD,MMC, MS), beépített HD webkamera	Mobile Intel® HM76 Express Chipset	NVIDIA® GeForce® 710M 2GB DDR3	Beépített sztereó hangszórók	3 cellás (43 WHr) Lithium-Ion	USB 2.0 (2db), VGA monitor kimenet, Gigabit LAN (10/100/1000), HDMI csatlakozó, Wireless LAN 802.11 b/g/n (WiFi), USB 3.0 (1db), Bluetooth v4.0 + HS, WiDi támogatás		1,99 kg	2 év					
Acer TMP633-M-33124G50tkk NX.V7TEU.020 3G Notebook	155827 Ft	13,3" (HD 1366x768, 16:9, matt, LED)	Intel® Core™ i3-3120M (Dual-Core, 2.5 GHz)		13,3" (HD 1366x768, 16:9, matt, LED)	opcionális külső író (nem tartozék)	Üzembehelyezés / installáció 6000Ft	325,0 x 235,0 x 24,8 mm	magyar		5 az 1-ben kártyaolvasó, beépített HD webkamera	Mobile Intel® HM77 Express Chipset	Intel® HD Graphics 4000	Beépített sztereó hangszórók	4 cellás lítiumion (Li-Ion)	ujjlenyomat olvasó, TPM chip		1,90 kg	3 év nemzetközi, véletlen sérülésre is, belföldön el- és visszaszállítás		VGA monitor kimenet, Gigabit LAN (10/100/1000), Express card kártyahely, HDMI csatlakozó, Wireless LAN 802.11 a/g/n (WiFi), beépített 3G mobilinternet modem, USB 3.0 (3db), kombinált eSATA/USB 2.0, Bluetooth v4.0 + HS			
Dell Inspiron 17 3737 157817 Notebook	155827 Ft	17,3" HD+ LED fényes TFT 16:9 (1600 x 900)	Intel® Core™ i7-4500U (Dual-Core, 1.8 - 3.0 GHz)		17,3" HD+ LED fényes TFT 16:9 (1600 x 900)	DVD író / olvasó (supermulti)	Üzembehelyezés / installáció 6000Ft	412 x 270 x 28,34 - 35,6 mm	magyar teljes méretű, numerikus billentyűkkel		8 az 1-ben kártyaolvasó, beépített HD webkamera	Mobile Intel® HM86 Express Chipset	AMD Radeon™ HD 8870M 2GB GDDR5	Beépített sztereó hangszórók	6cellás (65WHr) lithium-ion	10/100mbps LAN, USB 2.0 (2db), VGA monitor kimenet, HDMI csatlakozó, Wireless LAN 802.11 b/g/n (WiFi), USB 3.0 (2db), Bluetooth v4.0 + HS		2,74 kg	3 év					
Acer E1-572G-74508G1TMnii NX.MJREU.005 Notebook	155827 Ft	15,6" HD LED fényes TFT 16:9 (1366 x 768)	Intel® Core™ i7-4500U (Dual-Core, 1.8 - 3.0 GHz)		15,6" HD LED fényes TFT 16:9 (1366 x 768)	DVD író / olvasó (supermulti)	Üzembehelyezés / installáció 6000Ft	381,6 x 256 x 12,07 - 25,3 mm	magyar teljes méretű, numerikus billentyűkkel		Multi az 1-ben kártyaolvasó, beépített HD webkamera	Mobile Intel® HM86 Express Chipset	AMD Radeon™ R7 M265 2GB GDDR5	Beépített sztereó hangszórók	4 cellás lítiumion (Li-Ion)	USB 2.0 (2db), VGA monitor kimenet, Gigabit LAN (10/100/1000), HDMI csatlakozó, Wireless LAN 802.11 b/g/n (WiFi), USB 3.0 (1db), Bluetooth v4.0 + HS		2,35 kg	2 év nemzetközi, belföldön el- és visszaszállítás					
Lenovo IdeaPad G710 59-390399 Notebook	156614 Ft	17,3" HD+ LED fényes TFT 16:9 (1600 x 900)	Intel® Core™ i5-4200M (Dual-Core, 2.5 - 3.1 GHz)		17,3" HD+ LED fényes TFT 16:9 (1600 x 900)	DVD író / olvasó (supermulti)	Üzembehelyezés / installáció 6000Ft	418 x 278 x 36.8 mm	magyar teljes méretű, numerikus billentyűkkel		2 az 1-ben kártyaolvasó, beépített HD webkamera	Mobile Intel® HM86 Express Chipset	NVIDIA® GeForce® GT 720M 2GB DDR3	Dolby® Advanced Audio™ v2	6 cellás lithium-ion	10/100mbps LAN, USB 2.0 (2db), VGA monitor kimenet, HDMI csatlakozó, Wireless LAN 802.11 b/g/n (WiFi), USB 3.0 (1db), Bluetooth v4.0 + HS		2,9 kg	2 év nemzetközi, belföldön el- és visszaszállítás					
HP Pavilion g6-2240sh C6C63EA Notebook	157402 Ft	15,6" HD LED fényes TFT 16:9 (1366 x 768)	Intel® Core™ i7-3632QM (Quad-Core, 2.2 - 3.2 GHz)		15,6" HD LED fényes TFT 16:9 (1366 x 768)	DVD író / olvasó (supermulti)	Üzembehelyezés / installáció 6000Ft	37,6 x 24,4 x 3,63 cm	magyar teljes méretű, numerikus billentyűkkel		beépített HD webkamera, médiakártya-olvasó	Mobile Intel® HM76 Express Chipset	AMD Radeon™ HD 7670M 2GB GDDR3	Altec Lansing® hangszórók	6 cellás lithium-ion	10/100mbps LAN, VGA monitor kimenet, Bluetooth, USB 2.0 (1db), HDMI csatlakozó, Wireless LAN 802.11 b/g/n (WiFi), USB 3.0 (2db)		2,48 kg						
Fujitsu Lifebook E733 E7330M53A5HU Notebook	0 Ft	13,3" (HD 1366x768, 16:9, matt, LED)	Intel® Core™ i3-2348M processzor		13,3" (HD 1366x768, 16:9, matt, LED)	opcionális külső író (nem tartozék)	Üzembehelyezés / installáció 6000Ft	321 x 228 x 20 - 27 mm	magyar		SD/SDHC/SDXC kártyahely, beépített Full HD webkamera	Mobile Intel® QM77 Express Chipset	Intel® HD Graphics 3000	Beépített sztereó hangszórók	6cellás (63WHr) lithium-ion	Intel Anti-Theft védelem (előfizetés szükséges)		1,7 kg	3 év		VGA monitor kimenet, Gigabit LAN (10/100/1000), Express card kártyahely, Docking port ( dokkolható ), Wireless LAN 802.11 b/g/n (WiFi), USB 3.0 (3db), DisplayPort, Bluetooth v4.0 + HS			
Lenovo IdeaPad G700 59-390377 Notebook	157402 Ft	17,3" HD+ LED fényes TFT 16:9 (1600 x 900)	Intel® Core™ i5-3230M (Dual-Core, 2.6 - 3.2 GHz)		17,3" HD+ LED fényes TFT 16:9 (1600 x 900)	DVD író / olvasó (supermulti)	Üzembehelyezés / installáció 6000Ft	418 x 278 x 36,8 mm	magyar teljes méretű, numerikus billentyűkkel		2 az 1-ben kártyaolvasó, beépített HD webkamera	Mobile Intel® HM76 Express Chipset	NVIDIA® GeForce® GT 720M 2GB DDR3	Dolby® Advanced Audio™ v2	6 cellás lithium-ion	10/100mbps LAN, USB 2.0 (2db), VGA monitor kimenet, HDMI csatlakozó, Wireless LAN 802.11 b/g/n (WiFi), USB 3.0 (1db), Bluetooth v4.0 + HS		2,9 kg	2 év nemzetközi, belföldön el- és visszaszállítás					
ASUS X550CC-XO247D Fehér Notebook	0 Ft	15,6" HD LED matt TFT 16:9 (1366 x 768)	Intel® Core™ i7-3537U (Dual-Core, 2.0 - 3.1 GHz)	8GB DDR3 1600MHz	15,6" HD LED matt TFT 16:9 (1366 x 768)	DVD író / olvasó (supermulti)	Üzembehelyezés / installáció 6000Ft	38.0 x 2.51 x 2.48 ~ 3.17 cm	magyar teljes méretű, numerikus billentyűkkel		SD/SDHC/SDXC kártyahely, beépített HD webkamera	Mobile Intel® HM76 Express Chipset	NVIDIA® GeForce® GT 720M 2GB DDR3	SonicMaster beépített hangszóró és mikrofon	4 cellás (37WHr) lithium-ion	VGA monitor kimenet, Gigabit LAN (10/100/1000), USB 2.0 (1db), HDMI csatlakozó, Wireless LAN 802.11 b/g/n (WiFi), USB 3.0 (1db), Bluetooth v4.0 + HS		2.3 kg						
Samsung ATIV Book 5 NP530U3C-K01HU Notebook	157402 Ft	13,3" (HD 1366x768, 16:9, matt, LED)	Intel® Core™ i3-3227U (Dual-Core, 1.9 GHz)		13,3" (HD 1366x768, 16:9, matt, LED)	opcionális külső író (nem tartozék)	Üzembehelyezés / installáció 6000Ft	315.1 x 218.9 x 14.9 ~ 17.6 mm	magyar		SD/SDHC/SDXC kártyahely, beépített webkamera 1.3Mpixel	Mobile Intel® HM76 Express Chipset	Intel® HD Graphics 4000	Beépített sztereó hangszórók	4 cellás (61WHr) lithium-ion	USB 2.0 (2db), Gigabit LAN (10/100/1000), HDMI csatlakozó, Wireless LAN 802.11 b/g/n (WiFi), USB 3.0 (1db), Bluetooth v4.0 + HS		1,52 kg	2 év					
Lenovo IdeaPad U430p 59-390461 Piros Notebook	157402 Ft	14" HD LED fényes TFT 16:9 (1366 x 768)	Intel® Core™ i3-4010U (Dual-Core, 1.7 GHz)		14" HD LED fényes TFT 16:9 (1366 x 768)	opcionális külső író (nem tartozék)	Üzembehelyezés / installáció 6000Ft	337 x 234 x 5 ~ 19,8 mm	magyar, LED világítással		2 az 1-ben kártyaolvasó, beépített HD webkamera	Mobile Intel® HM86 Express Chipset	Intel® HD Graphics 4400	Dolby® Home Theater® v4 hangrendszer	4 cellás (52WHr) lithium-ion	USB 2.0 (2db), Gigabit LAN (10/100/1000), HDMI csatlakozó, Wireless LAN 802.11 b/g/n (WiFi), USB 3.0 (1db), Bluetooth v4.0 + HS		1,71 kg	2 év nemzetközi, belföldön el- és visszaszállítás					
Dell Inspiron 15R 5537 157791 Notebook	157402 Ft	15,6" HD LED fényes TFT 16:9 (1366 x 768)	Intel® Core™ i5-4200U (Dual-Core, 1.6 - 2.6 GHz)		15,6" HD LED fényes TFT 16:9 (1366 x 768)	DVD író / olvasó (supermulti)	Üzembehelyezés / installáció 6000Ft	376 x 259 x 24,9 / 31,3 mm	magyar teljes méretű, numerikus billentyűkkel		8 az 1-ben kártyaolvasó, beépített HD webkamera	Mobile Intel® HM86 Express Chipset	AMD Radeon™ HD 8850M 2GB GDDR5	Beépített sztereó hangszórók	6cellás (65WHr) lithium-ion	10/100mbps LAN, USB 2.0 (2db), VGA monitor kimenet, HDMI csatlakozó, Wireless LAN 802.11 b/g/n (WiFi), USB 3.0 (2db), Bluetooth v4.0 + HS		2,32 kg	3 év					
Dell Inspiron 15R 5537 157845 Piros Notebook	157402 Ft	15,6" HD LED fényes TFT 16:9 (1366 x 768)	Intel® Core™ i5-4200U (Dual-Core, 1.6 - 2.6 GHz)		15,6" HD LED fényes TFT 16:9 (1366 x 768)	DVD író / olvasó (supermulti)	Üzembehelyezés / installáció 6000Ft	376 x 259 x 24,9 / 31,3 mm	magyar teljes méretű, numerikus billentyűkkel		8 az 1-ben kártyaolvasó, beépített HD webkamera	Mobile Intel® HM86 Express Chipset	AMD Radeon™ HD 8850M 2GB GDDR5	Beépített sztereó hangszórók	6cellás (65WHr) lithium-ion	10/100mbps LAN, USB 2.0 (2db), VGA monitor kimenet, HDMI csatlakozó, Wireless LAN 802.11 b/g/n (WiFi), USB 3.0 (2db), Bluetooth v4.0 + HS		2,32 kg	3 év					
Dell Inspiron 15R 5537 157814 Kék Notebook	157402 Ft	15,6" HD LED fényes TFT 16:9 (1366 x 768)	Intel® Core™ i5-4200U (Dual-Core, 1.6 - 2.6 GHz)		15,6" HD LED fényes TFT 16:9 (1366 x 768)	DVD író / olvasó (supermulti)	Üzembehelyezés / installáció 6000Ft	376 x 259 x 24,9 / 31,3 mm	magyar teljes méretű, numerikus billentyűkkel		8 az 1-ben kártyaolvasó, beépített HD webkamera	Mobile Intel® HM86 Express Chipset	AMD Radeon™ HD 8850M 2GB GDDR5	Beépített sztereó hangszórók	6cellás (65WHr) lithium-ion	10/100mbps LAN, USB 2.0 (2db), VGA monitor kimenet, HDMI csatlakozó, Wireless LAN 802.11 b/g/n (WiFi), USB 3.0 (2db), Bluetooth v4.0 + HS		2,32 kg	3 év					
Dell Inspiron 15R 5537 157827 Lila Notebook	157402 Ft	15,6" HD LED fényes TFT 16:9 (1366 x 768)	Intel® Core™ i5-4200U (Dual-Core, 1.6 - 2.6 GHz)		15,6" HD LED fényes TFT 16:9 (1366 x 768)	DVD író / olvasó (supermulti)	Üzembehelyezés / installáció 6000Ft	376 x 259 x 24,9 / 31,3 mm	magyar teljes méretű, numerikus billentyűkkel		8 az 1-ben kártyaolvasó, beépített HD webkamera	Mobile Intel® HM86 Express Chipset	AMD Radeon™ HD 8850M 2GB GDDR5	Beépített sztereó hangszórók	6cellás (65WHr) lithium-ion	10/100mbps LAN, USB 2.0 (2db), VGA monitor kimenet, HDMI csatlakozó, Wireless LAN 802.11 b/g/n (WiFi), USB 3.0 (2db), Bluetooth v4.0 + HS		2,32 kg	3 év					
Dell Inspiron 15R 5537 157834 Rózsaszín Notebook	157402 Ft	15,6" HD LED fényes TFT 16:9 (1366 x 768)	Intel® Core™ i5-4200U (Dual-Core, 1.6 - 2.6 GHz)		15,6" HD LED fényes TFT 16:9 (1366 x 768)	DVD író / olvasó (supermulti)	Üzembehelyezés / installáció 6000Ft	376 x 259 x 24,9 / 31,3 mm	magyar teljes méretű, numerikus billentyűkkel		8 az 1-ben kártyaolvasó, beépített HD webkamera	Mobile Intel® HM86 Express Chipset	AMD Radeon™ HD 8850M 2GB GDDR5	Beépített sztereó hangszórók	6cellás (65WHr) lithium-ion	10/100mbps LAN, USB 2.0 (2db), VGA monitor kimenet, HDMI csatlakozó, Wireless LAN 802.11 b/g/n (WiFi), USB 3.0 (2db), Bluetooth v4.0 + HS		2,32 kg	3 év					
Lenovo IdeaPad Z510 59-390313 Fehér Notebook	157402 Ft	15,6" HD LED matt TFT 16:9 (1366 x 768)	Intel® Core™ i5-4200M (Dual-Core, 2.5 - 3.1 GHz)	8GB DDR3 1600MHz	15,6" HD LED matt TFT 16:9 (1366 x 768)	DVD író / olvasó (supermulti)	Üzembehelyezés / installáció 6000Ft	2.2 kg	magyar teljes méretű, numerikus billentyűkkel	1TB SATA 5400rpm + 8GB SSD	2 az 1-ben kártyaolvasó, beépített HD webkamera	Mobile Intel® HM86 Express Chipset	NVIDIA® GeForce® GT 740M 2GB DDR3	Beépített JBL® sztereó hangszórók	4 cellás lítiumion (Li-Ion)	10/100mbps LAN, USB 2.0 (1db), HDMI csatlakozó, Wireless LAN 802.11 b/g/n (WiFi), USB 3.0 (2db), Bluetooth v4.0 + HS			2 év nemzetközi, belföldön el- és visszaszállítás					
Lenovo IdeaPad Z510 59-403846 Barna Notebook	157402 Ft	15,6" HD LED matt TFT 16:9 (1366 x 768)	Intel® Core™ i5-4200M (Dual-Core, 2.5 - 3.1 GHz)	8GB DDR3 1600MHz	15,6" HD LED matt TFT 16:9 (1366 x 768)	DVD író / olvasó (supermulti)	Üzembehelyezés / installáció 6000Ft	2.2 kg	magyar teljes méretű, numerikus billentyűkkel	1TB SATA 5400rpm	2 az 1-ben kártyaolvasó, beépített HD webkamera	Mobile Intel® HM86 Express Chipset	NVIDIA® GeForce® GT 740M 2GB DDR3	Beépített JBL® sztereó hangszórók	4 cellás lítiumion (Li-Ion)	10/100mbps LAN, USB 2.0 (1db), HDMI csatlakozó, Wireless LAN 802.11 b/g/n (WiFi), USB 3.0 (2db), Bluetooth v4.0 + HS			2 év nemzetközi, belföldön el- és visszaszállítás					
Dell Vostro 5470 160268 Notebook	157402 Ft		Intel® Core™ i3-4010U (Dual-Core, 1.7 GHz)		14" (Multi-Touch, HD 1366x768, fényes, LED)	opcionális külső író (nem tartozék)	Üzembehelyezés / installáció 6000Ft	337,6 x 233,5 x 19,35 mm	magyar		8 az 1-ben kártyaolvasó, beépített HD webkamera	Mobile Intel® HM86 Express Chipset	Intel® HD Graphics 4400	Beépített sztereó hangszórók mélysugárzóval	3-cellás Lithium-Ion	Intel Anti-Theft védelem (előfizetés szükséges)		1,62 kg	3 év helyszíni garancia	14" (Multi-Touch, HD 1366x768, fényes, LED)	USB 2.0 (2db), Gigabit LAN (10/100/1000), HDMI csatlakozó, Wireless LAN 802.11 b/g/n (WiFi), USB 3.0 (1db), Bluetooth v4.0 + HS			
Lenovo IdeaPad U330p 59-390441 Notebook	157402 Ft	13,3" HD WXGA fényes LED TFT 16:9 (1366 x 768)	Intel® Core™ i3-4010U (Dual-Core, 1.7 GHz)		13,3" HD WXGA fényes LED TFT 16:9 (1366 x 768)	opcionális külső író (nem tartozék)	Üzembehelyezés / installáció 6000Ft	322 x 224 x 4,5 ~ 18 mm	magyar, LED világítással		2 az 1-ben kártyaolvasó, beépített HD webkamera	Mobile Intel® HM86 Express Chipset	Intel® HD Graphics 4400	Dolby® Home Theater® v4 hangrendszer	4 cellás (45WHr) lithium-ion	USB 2.0 (2db), HDMI csatlakozó, Wireless LAN 802.11 b/g/n (WiFi), USB 3.0 (1db), Bluetooth v4.0 + HS		1,53 kg	2 év nemzetközi, belföldön el- és visszaszállítás					
HP ProBook 450 G1 E9Y39EA Notebook	157402 Ft	15,6" HD LED matt TFT 16:9 (1366 x 768)	Intel® Core™ i5-4200M (Dual-Core, 2.5 - 3.1 GHz)		15,6" HD LED matt TFT 16:9 (1366 x 768)	DVD író / olvasó (supermulti)	Üzembehelyezés / installáció 6000Ft	37,5 x 25,6 x 2,28 cm	magyar teljes méretű, numerikus billentyűkkel		SD/SDHC/SDXC kártyahely, beépített HD webkamera	Mobile Intel® HM87 Express Chipset	AMD Radeon™ HD 8750M 2GB DDR3	Beépített sztereó hangszórók	6cellás (47WHr) lithium-ion	USB 2.0 (2db), VGA monitor kimenet, Gigabit LAN (10/100/1000), HDMI csatlakozó, Wireless LAN 802.11 b/g/n (WiFi), USB 3.0 (2db), Bluetooth v4.0 + HS		2,26 kg	3 év nemzetközi, belföldön el- és visszaszállítás					
