TermékNév	Ár	TFT	CPU	RAM	HDD	GPU	ODD	Gar.	Akku	OS	Család	Modell	Szín	LAN	USB	WLAN	Bill.	Touchpad	Állapot	Bill. Num	Kamera	Portok	BT	CR	HDMI	Külső táskaméret	eSata	FP	ExpressCard	3G kártyahely	Dokk	RS232	FW	Modem	Távirányító	TV ki	PCMCIA	LPT
Lenovo IdeaPad G570GL Black 59-333895 FD 4GB	70787 Ft	15.6ʺ HD LED (1366x768)	Celeron DualCore B800 (1500)	4096 (DDR3) MB	320 GB	Intel HD Graphics	DVDRW SM	2 év	6 cellás	nincs (F)	IdeaPad	IdeaPad G	fekete	10/100	4 db	b/g/n 300mbps	magyar	Touch pad	Új	van	van	VGA		5 in 1															
Lenovo B570e Black 59-325615 4GB. FD	70787 Ft	15.6ʺ HD LED (1366x768)	Celeron DualCore B800 (1500)	4096 (DDR3) MB	320 GB	Intel HD Graphics	DVDRW SM	2 év	6 cellás	nincs (F)			fekete	10/100/1000	3 db	b/g/n 300mbps	magyar	Touch pad	Új	van	van	VGA	van	5 in 1	van														
Lenovo IdeaPad G575GL Black 59-345828 FD	70787 Ft	15.6ʺ HD LED (1366x768)	AMD E-300 (1300)	4096 (DDR3) MB	500 GB	AMD Radeon HD 6310	DVDRW SM	2 év	6 cellás	nincs (F)	IdeaPad	IdeaPad G	fekete	10/100	2 db	b/g/n 300mbps	magyar	Touch pad	Új	van	van	VGA		van															
HP 655 B6M62EA LX + táska és egér	70787 Ft	15.6ʺ HD LED (1366x768)	AMD E1-1200 (1400)	2048 (DDR3) MB	320 GB	AMD Radeon HD 7310	DVDRW +/- DL	2 év	6 cellás	nincs (L)			ezüstszürke	10/100/1000	3 db	b/g/n 300mbps	magyar	Touch pad	Új		van	VGA		2 in 1	van														
HP 655 B6M62EA LX 4GB	72232 Ft	15.6ʺ HD LED (1366x768)	AMD E1-1200 (1400)	4096 (DDR3) MB	320 GB	AMD Radeon HD 7310	DVDRW +/- DL	2 év	6 cellás	nincs (L)			ezüstszürke	10/100/1000	3 db	b/g/n 300mbps	magyar	Touch pad	Új		van	VGA		2 in 1	van														
Lenovo B575 Black 59-325679 FD	72362 Ft	15.6ʺ HD LED (1366x768)	AMD E-300 (1300)	2048 (DDR3) MB	320 GB	AMD Radeon HD 6310	DVDRW SM	2 év	6 cellás	nincs (F)			fekete	10/100/1000	3 db	b/g/n 300mbps	magyar	Touch pad	Új	van	van	VGA	van	5 in 1	van		e-SATA/USB	van											
Acer Aspire 4352-B812G32MNkk Black LX 1Y	72362 Ft	14ʺ HD LED (1366x768)	Celeron DualCore B815 (1600)	2048 (DDR3) MB	320 GB	Intel HD Graphics	DVDRW SM	1 év	4400 mAh (Li-ion)	nincs (L)	Aspire		fekete	10/100/1000	1x3.0.2x2.0	b/g/n 300mbps	magyar	Touch pad	Új		van	VGA		Multi-in-1	van														
Lenovo IdeaPad G570GL Black 59-333895 FD 6GB	73150 Ft	15.6ʺ HD LED (1366x768)	Celeron DualCore B800 (1500)	6144 (DDR3) MB	320 GB	Intel HD Graphics	DVDRW SM	2 év	6 cellás	nincs (F)	IdeaPad	IdeaPad G	fekete	10/100	4 db	b/g/n 300mbps	magyar	Touch pad	Új	van	van	VGA		5 in 1															
HP 630 Champagne A6E76EA LX	74724 Ft	15.6ʺ HD LED (1366x768)	Celeron DualCore B815 (1600)	2048 (DDR3) MB	500 GB	Intel HD Graphics	DVDRW +/- DL	2 év	6 cellás	nincs (L)			champagne	10/100	3 db	b/g/n 300mbps	magyar	Touch pad	Új		van	VGA	3.0	2 in 1	van														
Acer Aspire 4352-B812G32MNkk Black LX 2Y	75512 Ft	14ʺ HD LED (1366x768)	Celeron DualCore B815 (1600)	2048 (DDR3) MB	320 GB	Intel HD Graphics	DVDRW SM	2 év	4400 mAh (Li-ion)	nincs (L)	Aspire		fekete	10/100/1000	1x3.0.2x2.0	b/g/n 300mbps	magyar	Touch pad	Új		van	VGA		Multi-in-1	van														
HP 635 Champagne A1E32EA LX	76249 Ft	15.6ʺ HD LED (1366x768)	AMD E-300 (1300)	2048 (DDR3) MB	320 GB	AMD Radeon HD 6310	DVDRW SM	2 év	6 cellás	nincs (L)			champagne	10/100	3 db	b/g/n 300mbps	magyar	Touch pad	Új		van	VGA	3.0	2 in 1	van	Ajándék táska													
Lenovo B575 Black 59-325679 FD 6GB	76299 Ft	15.6ʺ HD LED (1366x768)	AMD E-300 (1300)	6144 (DDR3) MB	320 GB	AMD Radeon HD 6310	DVDRW SM	2 év	6 cellás	nincs (F)			fekete	10/100/1000	3 db	b/g/n 300mbps	magyar	Touch pad	Új	van	van	VGA	van	5 in 1	van		e-SATA/USB	van											
HP 635 Champagne A1E32EA LX 4GB	76299 Ft	15.6ʺ HD LED (1366x768)	AMD E-300 (1300)	4096 (DDR3) MB	320 GB	AMD Radeon HD 6310	DVDRW SM	2 év	6 cellás	nincs (L)			champagne	10/100	3 db	b/g/n 300mbps	magyar	Touch pad	Új		van	VGA	3.0	2 in 1	van	Ajándék táska													
HP 635 Champagne A1E50EA LX	76299 Ft	15.6ʺ HD LED (1366x768)	AMD DualCore E-450 (1650)	2048 (DDR3) MB	320 GB	AMD Radeon HD 6320	DVDRW SM	2 év	6 cellás	nincs (L)			champagne	10/100	3 db	b/g/n 300mbps	magyar	Touch pad	Új		van	VGA	3.0	2 in 1	van	Ajándék táska													
Asus X55U-SX003D Black FD	76299 Ft	15.6ʺ HD LED (1366x768)	AMD DualCore E-450 (1650)	2048 (DDR3) MB	320 GB	AMD Radeon HD 6320	DVDRW SM	2 év	4400 mAh (Li-ion)	nincs (F)			fekete	10/100/1000	1x3.0.1x2.0	b/g/n 300mbps	magyar	Touch pad	Új	van	van	VGA		2 in 1	van														
Toshiba Satellite C850-13Z Black NoOs	77087 Ft	15.6ʺ HD LED (1366x768)	Celeron B820 (1700)	2048 (DDR3) MB	320 GB	Intel HD Graphics	DVDRW SM	2 év	4200 mAh (Li-ion)	nincs op. rsz.	Satellite		fekete	10/100	1x3.0.2x2.0	b/g/n 300mbps	magyar	Touch pad	Új	van	van	VGA	4.0	SD card	van														
Acer Aspire 4352-B812G32MNkk Blk LX 2Y 4GB	78661 Ft	14ʺ HD LED (1366x768)	Celeron DualCore B815 (1600)	4096 (DDR3) MB	320 GB	Intel HD Graphics	DVDRW SM	2 év	4400 mAh (Li-ion)	nincs (L)	Aspire		fekete	10/100/1000	1x3.0.2x2.0	b/g/n 300mbps	magyar	Touch pad	Új		van	VGA		Multi-in-1	van														
Lenovo IdeaPad G580GL Brown 59-341951 FD	78661 Ft	15.6ʺ HD LED (1366x768)	Celeron B820 (1700)	4096 (DDR3) MB	320 GB	Intel HD Graphics	DVDRW SM	2 év	6 cellás	nincs (F)	IdeaPad	IdeaPad G	barna	10/100	2x3.0.1x2.0	b/g/n 300mbps	magyar	Touch pad	Új	van	van	VGA	3.0	5 in 1	van														
HP 635 Champagne A1E51EA LX	78661 Ft	15.6ʺ HD LED (1366x768)	AMD DualCore E-450 (1650)	4096 (DDR3) MB	320 GB	AMD Radeon HD 6320	DVDRW SM	2 év	6 cellás	nincs (L)			champagne	10/100	3 db	b/g/n 300mbps	magyar	Touch pad	Új		van	VGA	3.0	2 in 1	van														
Lenovo. IdeaPad G580GL Black 59-346348 FD	78661 Ft	15.6ʺ HD LED (1366x768)	Celeron B830 (1800)	4096 (DDR3) MB	500 GB	Intel HD Graphics	DVDRW SM	2 év	6 cellás	nincs (F)	IdeaPad	IdeaPad G	fekete	10/100	2x3.0.1x2.0	b/g/n 300mbps	magyar	Touch pad	Új	van	van	VGA		van	van														
