TermékNév	Ár	TFT Felb.	TFT Méret	TFT Típus	TFT Arány	CPU Gyártó	CPU Család	CPU Típus	RAM Méret	RAM	RAM Slot	HDD	HDD Méret	HDD Seb.	GPU	Súly	Akku cella	OS	ODD	Chipset	WLAN	Kamera Felb.	USB	VGA ki	Audio	LAN	CR	Kensington	Anyag	Szín	Széles	Magas	Mély	Család	RAM Modul	AC	Hangszóró	Mikrofon	Bill. num	HDMI	USB 3	Technológia	HSDPA	HDD 2	HDD 2 Méret	BT	TB	Egyéb	2.Háttértár fordulatszám	Tárolt energia	Elektromos töltés	3D Technológia	Mini DisplayPort ki	Billentyűzet világítás	Egyéb szín	Micro HDMI ki	Pixelhiba	Tanúsítvány(ok)	DisplayPort ki	Ujjlenyomat olvasó	Leejtés védelem	TPM	Dokkolható	eSATA ki	ExpressCard	FireWire 400 ki	Soros
HP ProBook 6570b B6Q04EA 15,6"/Intel Core i5-3210M 2,5GHz/4GB/500GB/AMD 7570M 1GB/DVD író/Win7 notebook	0 Ft	1600x900	15,6"	LED-backlit HD anti-glare	Matt	Intel	Core i5	Intel Core i5-3210M (2,5 GHz, 3 MB)	4,0 GB	DDR3-1600	2 db	HDD	500 GB	7200 rpm	AMD Radeon HD 7570M 1 GB GDDR5	2,51 kg	6	Windows 7 Professional 64 bit	DVD SuperMulti	AMD	802.11 a/b/g/n	0,90 MP	2 db	1 db	Igen	10/100/1000 Mb/s	Igen	Igen	Fém	Acélszürke	374,00 mm	34,00 mm	251,0 mm	ProBook 6570b	1 x 4	90 watt	SRS Premium Sound	Igen	Igen		2 db	Lítium-ion				4.0 + EDR											HP pixel policy alapján	ENERGY STAR	1 db	Igen	Igen	Igen	Igen	1 db	ExpressCard/54	1 db	1 db	
HP Spectre XT Pro 13,3"/Intel Core i5 3317U 1,7GHz/4GB/128GB SSD/Win7 notebook	0 Ft	1366x768	13,3"	HD BrightView LED	Fényes	Intel	Core i5	Intel Core i5-3317UM (1,7 GHz, 3 MB)	4,0 GB	DDR3-1600		SSD	128 GB		Intel HD 4000	1,42 kg	4	Windows 7 Professional 64 bit		Intel	802.11 a/b/g/n		1 db		Igen	10/100/1000 Mb/s	Igen	Igen	Fém		316,50 mm	14,70 mm	224,5 mm	Spectre		65 watt	Beats Audio	Igen		1 db	1 db	Lítium-ion				4.0								Igen			HP pixel policy alapján	ENERGY STAR				Igen						
Samsung NP200B5B-A01HU 15,6"/Intel Core i3-2350M 2,3GHz/4GB/500GB/Fekete/Win7 notebook	0 Ft	1366x768	15,6"	LED HD SuperBright 300nit Anti-Reflective	Matt	Intel	Core i3	Intel Core i3-2350M (2,3 GHz, 3 MB)	4,0 GB	DDR3-1333	2 db	HDD	500 GB	5400 rpm	Intel HD 3000	2,50 kg	6	Windows 7 Home Premium 64 bit	DVD SuperMulti	Intel	802.11 b/g/n	1,30 MP	2 db	1 db	Igen	10/100/1000 Mb/s	Igen	Igen	Műanyag	Fekete	370,00 mm	35,30 mm	248,3 mm	Samsung Business Series	1 x 4		Sztereó	Igen	Igen	1 db	2 db	Lítium-ion				3.0				4800 wattóra							72h pixelhiba garancia			Igen	Igen	Igen	Igen	1 db				
Samsung NP300E5A-S07HU 15,6"/Intel Core i3-2350M 2,1GHz/4GB/750GB/GT520/DVD író/Ezüst/Win7 notebook	0 Ft	1366x768	15,6"	LED	Matt	Intel	Core i3	Intel Core i3-2350M (2,3 GHz, 3 MB)	4,0 GB	DDR3-1333	2 db	HDD	750 GB	5400 rpm	NVIDIA GeForce GT 520MX 1GB	2,30 kg	6	Windows 7 Home Premium 64 bit	DVD SuperMulti	NVIDIA	802.11 b/g/n	0,30 MP	3 db	1 db	Igen	10/100/1000 Mb/s	Igen	Igen	Műanyag	ezüst				Samsung Series 3	1 x 4		Sztereó	Igen	Igen	1 db						3.0									Fekete		72h pixelhiba garancia											
Samsung NP300E5C-A01HU 15,6"/Intel B960 2,2GHz/4GB/750GB/DVD író/Win7/Ezüst notebook	0 Ft	1366x768	15,6"	LED	Matt	Intel	Pentium	Intel Pentium Dual-Core B960 (2,2 GHz, 2 MB)	4,0 GB	DDR3-1333	2 db	HDD	750 GB	5400 rpm	Intel® HD Graphics	2,30 kg	6	Windows 7 Home Premium	DVD SuperMulti		802.11 b/g/n	0,30 MP	3 db	1 db	Igen	10/100/1000 Mb/s	Igen	Igen	Műanyag	ezüst	367,90 mm	34,90 mm	243,0 mm	Samsung Series 3	1 x 4		Sztereó	Igen	Igen	1 db		Lítium-ion				4.0				4800 wattóra					Kék		72 órás pixelhiba garancia											
Samsung NP300E5C-S03HU 15,6"/Intel Core i3-2370M/4GB/750GB/GT610/DVD író/Win7/Ezüst notebook	0 Ft	1366x768	15,6"	LED	Matt	Intel	Core i3	Intel Core i3-2370M (2,4 GHz, 3 MB)	4,0 GB	DDR3-1333	2 db	HDD	750 GB	5400 rpm	NVIDIA GeForce G610M 1GB	2,30 kg	6	Windows 7 Home Premium 64 bit	DVD SuperMulti	NVIDIA	802.11 b/g/n	0,30 MP	3 db	1 db	Igen	10/100/1000 Mb/s	Igen	Igen	Műanyag	ezüst	367,90 mm	34,90 mm	243,0 mm	Samsung Series 3	1 x 4		Sztereó	Igen	Igen	1 db		Lítium-ion				4.0				4800 wattóra					Kék		72 órás pixelhiba garancia											
Samsung NP300E5C-S04HU 15,6"/Intel B970/4GB/750/GT610/DVD író/Win8/Ezüst notebook	0 Ft	1366x768	15,6"	LED	Matt	Intel	Pentium	Intel Pentium Dual-Core B970 (2,3 GHz, 2 MB)	4,0 GB	DDR3-1333	2 db	HDD	750 GB	5400 rpm	NVIDIA GeForce GT 620M 1GB	2,30 kg	6	Windows 8	DVD SuperMulti	NVIDIA	802.11 b/g/n	1,30 MP	3 db	1 db	Igen	10/100/1000 Mb/s	Igen	Igen	Műanyag	ezüst	367,90 mm	34,90 mm	243,0 mm	Samsung Series 3	1 x 4		Sztereó	Igen	Igen	1 db		Lítium-ion				4.0				4400 wattóra					Fekete		72h pixelhiba garancia											
Samsung NP300E5C-S06HU 15,6"/Intel Core i5-3210M/6GB/1000/GT620/DVD író/Win8/Ezüst notebook	0 Ft	1366x768	15,6"	LED	Matt	Intel	Core i5	Intel Core i5-3210M (3,1 GHz, 3 MB)	6,0 GB	DDR3-1333	2 db	HDD	1000 GB	5400 rpm	NVIDIA GeForce GT 620M 1GB	2,30 kg	6	Windows 8	DVD SuperMulti	NVIDIA	802.11 b/g/n	1,30 MP	3 db	1 db	Igen	10/100/1000 Mb/s	Igen	Igen	Műanyag	ezüst	367,90 mm	34,90 mm	243,0 mm	Samsung Series 3	4 + 2		Sztereó	Igen	Igen	1 db		Lítium-ion				4.0				4400 wattóra					Fekete		72h pixelhiba garancia											
Samsung NP300E5X-A01HU 15,6"/Intel B970/4GB/750/DVD író/Ezüst notebook	0 Ft	1366x768	15,6"	LED	Matt	Intel	Pentium	Intel Pentium Dual-Core B970 (2,3 GHz, 2 MB)	4,0 GB	DDR3-1333	2 db	HDD	750 GB	5400 rpm		2,30 kg	6	FreeDOS	DVD SuperMulti	Intel	802.11 b/g/n	1,30 MP	3 db	1 db	Igen	10/100/1000 Mb/s	Igen	Igen	Műanyag	ezüst	367,90 mm	34,90 mm	243,0 mm	Samsung Series 3	1 x 4		Sztereó	Igen	Igen	1 db		Lítium-ion				4.0				4400 wattóra					Fekete		72h pixelhiba garancia											
Samsung NP300E5X-S01HU 15,6"/Intel Core i3-2370M/4GB/750GB/GT610/DVD író/Ezüst notebook	0 Ft	1366x768	15,6"	LED	Matt	Intel	Core i3	Intel Core i3-2370M (2,4 GHz, 3 MB)	4,0 GB	DDR3-1333	2 db	HDD	750 GB	5400 rpm	NVIDIA GeForce G610M 1GB	2,30 kg	6	FreeDOS	DVD SuperMulti	NVIDIA	802.11 b/g/n	0,30 MP	3 db	1 db	Igen	10/100/1000 Mb/s	Igen	Igen	Műanyag	ezüst	367,90 mm	34,90 mm	243,0 mm	Samsung Series 3	1 x 4		Sztereó	Igen	Igen	1 db		Lítium-ion				4.0				4800 wattóra					Kék		72 órás pixelhiba garancia											
Samsung NP300E5X-S02HU 15,6"/Intel Core i3-3110M/6GB/750/GT620/DVD író/Ezüst notebook	0 Ft	1366x768	15,6"	LED	Matt	Intel	Core i3	Intel Core i3-3110M (2,4 GHz, 3 MB)	6,0 GB	DDR3-1333	2 db	HDD	750 GB	5400 rpm	NVIDIA GeForce GT 620M 1GB	2,30 kg	6	FreeDOS	DVD SuperMulti	NVIDIA	802.11 b/g/n	1,30 MP	3 db	1 db	Igen	10/100/1000 Mb/s	Igen	Igen	Műanyag	ezüst	367,90 mm	34,90 mm	243,0 mm	Samsung Series 3	4 + 2		Sztereó	Igen	Igen	1 db		Lítium-ion				4.0				4400 wattóra					Fekete		72h pixelhiba garancia											
Samsung NP300E5X-T01HU 15,6"/Intel B960 2,2GHz/4GB/750GB/GT610/DVD író/Ezüst notebook	0 Ft	1366x768	15,6"	LED	Matt	Intel	Pentium	Intel Pentium Dual-Core B960 (2,2 GHz, 2 MB)	4,0 GB	DDR3-1333	2 db	HDD	750 GB	5400 rpm	NVIDIA GeForce G610M 512MB	2,30 kg	6	FreeDOS	DVD SuperMulti	NVIDIA	802.11 b/g/n	0,30 MP	3 db	1 db	Igen	10/100/1000 Mb/s	Igen	Igen	Műanyag	ezüst	367,90 mm	34,90 mm	243,0 mm	Samsung Series 3	1 x 4		Sztereó	Igen	Igen	1 db		Lítium-ion				4.0				4800 wattóra					Kék		72 órás pixelhiba garancia											
Samsung NP300E5X-T01HU+W7HP Bundle 15,6"/Intel B960 2,2GHz/4GB/750GB/GT610/DVD író/Win7/Ezüst notebook	0 Ft	1366x768	15,6"	LED	Matt	Intel	Pentium	Intel Pentium Dual-Core B960 (2,2 GHz, 2 MB)	4,0 GB	DDR3-1333	2 db	HDD	750 GB	5400 rpm	NVIDIA GeForce G610M 512MB	2,30 kg	6	Windows 7 Home Premium OEM bundle 64 bit	DVD SuperMulti	NVIDIA	802.11 b/g/n	0,30 MP	3 db	1 db	Igen	10/100/1000 Mb/s	Igen	Igen	Műanyag	ezüst	367,90 mm	34,90 mm	243,0 mm	Samsung Series 3	1 x 4		Sztereó	Igen	Igen	1 db		Lítium-ion				4.0				4800 wattóra					Kék		72 órás pixelhiba garancia											
Samsung NP300E5Z-A04HU 15,6"/Intel B950 2,1GHz/4GB/750GB/DVD író/Ezüst notebook	0 Ft	1366x768	15,6"	LED	Matt	Intel	Pentium	Intel Pentium Dual-Core B950 (2,1 GHz, 2 MB)	4,0 GB	DDR3-1333	2 db	HDD	750 GB	5400 rpm		2,30 kg	6	FreeDOS	DVD SuperMulti	Intel	802.11 b/g/n	0,30 MP	3 db	1 db	Igen	10/100/1000 Mb/s	Igen	Igen	Műanyag	ezüst				Samsung Series 3	1 x 4		Sztereó	Igen	Igen	1 db						3.0									Fekete		72h pixelhiba garancia											
Samsung NP300E5Z-S07HU 15,6"/Intel Core i3-2350M 2,1GHz/4GB/750GB/GT520/DVD író/Ezüst notebook	0 Ft	1366x768	15,6"	LED	Matt	Intel	Core i3	Intel Core i3-2350M (2,3 GHz, 3 MB)	4,0 GB	DDR3-1333	2 db	HDD	750 GB	5400 rpm	NVIDIA GeForce GT 520MX 1GB	2,30 kg	6	FreeDOS	DVD SuperMulti	NVIDIA	802.11 b/g/n	0,30 MP	3 db	1 db	Igen	10/100/1000 Mb/s	Igen	Igen	Műanyag	ezüst				Samsung Series 3	1 x 4		Sztereó	Igen	Igen	1 db						3.0									Fekete		72h pixelhiba garancia											
Samsung NP300E5Z-S08HU 15,6"/Intel B950 2,1GHz/4GB/750GB/GT520/DVD író/Ezüst notebook	0 Ft	1366x768	15,6"	LED	Matt	Intel	Pentium	Intel Pentium Dual-Core B950 (2,1 GHz, 2 MB)	4,0 GB	DDR3-1333	2 db	HDD	750 GB	5400 rpm		2,30 kg	6	FreeDOS	DVD SuperMulti		802.11 b/g/n	0,30 MP	3 db	1 db	Igen	10/100/1000 Mb/s	Igen	Igen	Műanyag	ezüst				Samsung Series 3	1 x 4		Sztereó	Igen	Igen	1 db						3.0									Fekete		72h pixelhiba garancia											
Samsung NP350V5C-S01HU 15,6"/Intel Core i7-3610QM/8GB/1000GB/HD7670/DVD író/Win7/Titán-ezüst notebook	0 Ft	1366x768	15,6"	LED HD Anti-Reflective	Matt	Intel	Core i7	Intel Core i7-3610QM (2,3 GHz, 6 MB)	8,0 GB	DDR3-1333	2 db	HDD	1000 GB	5400 rpm	AMD Radeon HD 7670M 2GB	2,50 kg	6	Windows 7 Home Premium 64 bit	DVD SuperMulti	AMD	802.11 b/g/n	0,30 MP	2 db	1 db	Igen	10/100/1000 Mb/s	Igen	Igen	Műanyag	Titán ezüst	372,50 mm	33,00 mm	243,0 mm	Samsung Series 5	2 x 4		Sztereó	Igen	Igen	1 db	2 db	Lítium-ion				4.0				4800 wattóra							72 órás pixelhiba garancia											
Samsung NP350V5C-S02HU 15,6"/Intel Core i5-3210M/6GB/750GB/HD7670/DVD író/Win7/Titán-ezüst notebook	0 Ft	1366x768	15,6"	LED HD Anti-Reflective	Matt	Intel	Core i5	Intel Core i5-3210M (3,1 GHz, 3 MB)	6,0 GB	DDR3-1333	2 db	HDD	750 GB	5400 rpm	AMD Radeon HD 7670M 1GB	2,50 kg	6	Windows 7 Home Premium 64 bit	DVD SuperMulti	AMD	802.11 b/g/n	0,30 MP	2 db	1 db	Igen	10/100/1000 Mb/s	Igen	Igen	Műanyag	Titán ezüst	372,50 mm	33,00 mm	243,0 mm	Samsung Series 5	4 + 2		Sztereó	Igen	Igen	1 db	2 db	Lítium-ion				4.0				4800 wattóra							72 órás pixelhiba garancia											
