TermékNév	Ár	TFT Méret	TFT Felb.	TFT LED	CPU	RAM Méret	RAM Típus	HDD	GPU	Súly	ODD	OS	WLAN	LAN	BT	USB	eSata	FW	Kamera	CR	HDMI	MiniHDMI	MicroHDMI	DP	MiniDP	Nyelv	USB 3	MOBIL NET	MEREVLEMEZ (SSD)	MÁSODLAGOS INTEGRÁLT VGA TÍPUS
LENOVO ThinkPad Edge E430 NZNC9HV	118345 Ft	 14"	 1366x768	 Igen	 Intel Core i3-2350M 2.30GHz	 4GB	 DDR3	 500 GB	 Intel HD Graphics	 2,08 kg	 DVD-RW	 FreeDOS	 Igen	 10/100/1000MBps /Gigabit/	 Igen	 4 db	 Igen	 Nem	 Igen	 Igen	 Igen	 Nem	 Nem	 Nem	 Nem	 Magyar					
LENOVO ThinkPad Edge E430 NZNCHHV	149310 Ft	 14"	 1366x768	 Igen	 Intel Core i3-2350M 2.30GHz	 4GB	 DDR3	 500 GB	 Intel HD Graphics	 2,08 kg	 DVD-RW	 Windows 7 Professional	 Igen	 10/100/1000MBps /Gigabit/	 Igen	 4 db	 Igen	 Nem	 Igen	 Igen	 Igen	 Nem	 Nem	 Nem	 Nem	 Magyar					
LENOVO ThinkPad Edge E430 NZNNAHV	113376 Ft	 14"	 1366x768	 Igen	 Intel Core i3-2328M 2.20GHz	 4GB	 DDR3	 500 GB	 Intel HD Graphics	 2,08 kg	 DVD-RW	 FreeDOS	 Igen	 10/100/1000MBps /Gigabit/	 Igen	 4 db	 Igen	 Nem	 Igen	 Igen	 Igen	 Nem	 Nem	 Nem	 Nem	 Magyar					
LENOVO ThinkPad Edge E525 NZ63KHV	80915 Ft	 15,6"	 1366x768	 Igen	 AMD A2-3000M 1.80GHz	 4GB	 DDR3	 500 GB	 ATi Mobil RadeOn HD6470	 2,36 kg	 DVD-RW	 FreeDOS	 Nincs	 10/100/1000MBps /Gigabit/	 Igen	 4 db	 Igen	 Nem	 Igen	 Igen	 Igen	 Nem	 Nem	 Nem	 Nem	 Magyar					
LENOVO ThinkPad Edge E530 NZQ3YHV	221251 Ft	 15,6"	 1366x768	 Igen	 Intel Core i7-3612 2.10GHz	 4GB	 DDR3	 500 GB	 Intel HD Graphics	 2,57 kg	 DVD-RW	 Windows 7 Professional	 Igen	 10/100/1000MBps /Gigabit/	 Igen	 3 db	 Nem	 Nem	 Igen	 Igen	 Nem	 Nem	 Nem	 Igen	 Nem	 Magyar					
LENOVO ThinkPad Edge E530 NZQ5SHV	120881 Ft	 15,6"	 1366x768	 Igen	 Intel Core i3-2370M 2.40GHz	 4GB	 DDR3	 500 GB	 Intel HD Graphics 3000	 2,36 kg	 DVD-RW	 FreeDOS	 Igen	 10/100/1000MBps /Gigabit/	 Igen	 3 db	 Nem	 Nem	 Igen	 Igen	 Igen	 Nem	 Nem	 Nem	 Nem	 Magyar					
LENOVO ThinkPad Edge E530 NZQAJHV	151382 Ft	 15,6"	 1366x768	 Igen	 Intel Core i5-3210M 2.50GHz	 4GB	 DDR3	 500 GB	 NVIDIA GeForce GT 630	 2,57 kg	 DVD-RW	 FreeDOS	 Igen	 10/100/1000MBps /Gigabit/	 Igen	 1 db	 Nem	 Nem	 Igen	 Igen	 Igen	 Nem	 Nem	 Igen	 Nem	 Magyar	 3 db				
LENOVO ThinkPad Edge E530 NZQAKHV	140528 Ft	 15,6"	 1366x768	 Igen	 Intel Core i5-3210M 2.50GHz	 4GB	 DDR3	 500 GB	 Intel HD Graphics	 2,36 kg	 DVD-RW	 FreeDOS	 Igen	 10/100/1000MBps /Gigabit/	 Igen	 3 db	 Nem	 Nem	 Igen	 Igen	 Igen	 Nem	 Nem	 Nem	 Nem	 Magyar					
LENOVO ThinkPad Edge E530 NZQAQHV	117838 Ft	 15,6"	 1366x768	 Igen	 Intel Pentium B970 2.30GHz	 4GB	 DDR3	 500 GB	 Intel HD Graphics	 2,57 kg	 DVD-RW	 FreeDOS	 Igen	 10/100/1000MBps /Gigabit/	 Igen	 3 db	 Nem	 Nem	 Igen	 Igen	 Nem	 Nem	 Nem	 Igen	 Nem	 Magyar					
LENOVO ThinkPad Edge E535 NZR55HV	110030 Ft	 15,6"	 1366x768	 Igen	 AMD A4-3300M 1.90GHz	 4GB	 DDR3	 500 GB	 ATi Mobil RadeOn HD7420	 2,36 kg	 DVD-RW	 FreeDOS	 Igen	 10/100/1000MBps /Gigabit/	 Igen	 4 db	 Nem	 Nem	 Igen	 Igen	 Igen	 Nem	 Nem	 Nem	 Nem	 Magyar					
LENOVO ThinkPad Edge E535 NZR6WHV	103639 Ft	 15,6"	 1366x768	 Igen	 AMD A4-4300M 2.50GHz	 4GB	 DDR3	 320 GB	 ATi Mobil RadeOn HD7420	 2,45 kg	 DVD-RW	 FreeDOS	 Igen	 10/100/1000MBps /Gigabit/	 Igen	 4 db	 Nem	 Nem	 Igen	 Igen	 Igen	 Nem	 Nem	 Nem	 Nem	 Magyar					
LENOVO ThinkPad L430 N2L35HV	177582 Ft	 14"	 1366x768	 Igen	 Intel Core i5-3210M 2.50GHz	 4GB	 DDR3	 500 GB	 Intel HD Graphics 3000	 2,2 kg	 DVD-RW	 Windows 7 Professional	 Igen	 10/100/1000MBps /Gigabit/	 Igen	 2 db	 Nem	 Nem	 Igen	 Igen	 Nem	 Nem	 Nem	 Nem	 Igen	 Magyar	 1 db				
LENOVO ThinkPad L530 N2S2SHV	182218 Ft	 15,6"	 1600x900	 Igen	 Intel Core i5-3210M 2.50GHz	 4GB	 DDR3	 500 GB	 Intel HD Graphics 4000	 2,45 kg	 DVD-RW	 Windows 7 Professional	 Igen	 10/100/1000MBps /Gigabit/	 Igen	 3 db	 Nem	 Nem	 Igen	 Igen	 Nem	 Nem	 Nem	 Nem	 Igen	 Magyar	 1 db				
LENOVO ThinkPad T420 NW362HV	227897 Ft	 14"	 1366x768	 Igen	 Intel Core i5-2520M 2.50GHz	 4GB	 DDR3	 320 GB	 Intel HD Graphics 3000	 2,8 kg	 DVD-RW	 Windows 7 Professional	 Igen	 10/100/1000MBps /Gigabit/	 Igen	 3 db	 Nem	 Nem	 Igen	 Igen	 Nem	 Nem	 Nem	 Igen	 Nem	 Magyar					
LENOVO ThinkPad T420s NV57BHV	245948 Ft	 14"	 1600x900	 Nem	 Intel Core i5-2540M 2.60GHz	 4GB	 DDR3	 320 GB	 Intel HD Graphics 3000	 1,79 kg	 DVD-RW	 Windows 7 Professional	 Igen	 10/100/1000MBps /Gigabit/	 Igen	 3 db	 Nem	 Nem	 Igen	 Igen	 Nem	 Nem	 Nem	 Nem	 Nem	 Magyar					
LENOVO ThinkPad T430 N1T4XH	210452 Ft	 14"	 1600x900	 Igen	 Intel Core i3-2370M 2.40GHz	 4GB	 DDR3	 500 GB	 Intel HD Graphics 3000	 2,8 kg	 DVD-RW	 Windows 7 Professional	 Igen	 10/100/1000MBps /Gigabit/	 Nem	 3 db	 Nem	 Nem	 Igen	 Igen	 Nem	 Nem	 Nem	 Igen	 Nem	 Magyar					
LENOVO ThinkPad T430 N1T4ZHV	218340 Ft	 14"	 1600x900	 Igen	 Intel Core i5-3210M 2.50GHz	 4GB	 DDR3	 500 GB	 Intel HD Graphics 4000	 2,8 kg	 DVD-RW	 Windows 7 Professional	 Igen	 10/100/1000MBps /Gigabit/	 Nem	 3 db	 Nem	 Nem	 Igen	 Igen	 Nem	 Nem	 Nem	 Igen	 Nem	 Magyar					
LENOVO ThinkPad T430 N1T52HV	235807 Ft	 14"	 1600x900	 Igen	 Intel Core i5-3210M 2.50GHz	 4GB	 DDR3	 500 GB	 NVIDIA Quadro NVS 5400	 2,8 kg	 DVD-RW	 Windows 7 Professional	 Igen	 10/100/1000MBps /Gigabit/	 Igen	 3 db	 Nem	 Nem	 Igen	 Igen	 Nem	 Nem	 Nem	 Igen	 Nem	 Magyar					
LENOVO ThinkPad T430 N1T54HV	261881 Ft	 14"	 1600x900	 Igen	 Intel Core i5-3320M 2.60GHz	 4GB	 DDR3	 500 GB	 NVIDIA Quadro NVS 5400	 2,8 kg	 DVD-RW	 Windows 7 Professional	 Igen	 10/100/1000MBps /Gigabit/	 Nem	 3 db	 Nem	 Nem	 Igen	 Igen	 Nem	 Nem	 Nem	 Igen	 Nem	 Magyar					
LENOVO ThinkPad T430 N1T55HV	251796 Ft	 14"	 1600x900	 Igen	 Intel Core i5-3320M 2.60GHz	 4GB	 DDR3	 500 GB	 Intel HD Graphics 3000	 2,8 kg	 DVD-RW	 Windows 7 Professional	 Igen	 10/100/1000MBps /Gigabit/	 Nem	 3 db	 Nem	 Nem	 Igen	 Igen	 Nem	 Nem	 Nem	 Igen	 Nem	 Magyar					
LENOVO ThinkPad T430 N1T56HV	314519 Ft	 14"	 1600x900	 Igen	 Intel Core i7-3520M 2.90GHz	 8GB	 DDR3	 500 GB	 Intel HD Graphics 3000	 2,8 kg	 DVD-RW	 Windows 7 Professional	 Igen	 10/100/1000MBps /Gigabit/	 Nem	 3 db	 Nem	 Nem	 Igen	 Igen	 Nem	 Nem	 Nem	 Igen	 Nem	 Magyar					
LENOVO ThinkPad T430 N1T5AHV	253713 Ft	 14"	 1600x900	 Igen	 Intel Core i5-3210M 2.50GHz	 4GB	 DDR3		 Intel HD Graphics 3000	 2,8 kg	 DVD-RW	 Windows 7 Professional	 Igen	 10/100/1000MBps /Gigabit/	 Nem	 3 db	 Nem	 Nem	 Igen	 Igen	 Nem	 Nem	 Nem	 Igen	 Nem	 Magyar			 128 GB		
LENOVO ThinkPad T430i N1T4YHV	226991 Ft	 14"	 1600x900	 Igen	 Intel Core i3-2370M 2.40GHz	 4GB	 DDR3	 500 GB	 NVIDIA Quadro NVS 5400	 2,8 kg	 DVD-RW	 Windows 7 Professional	 Igen	 10/100/1000MBps /Gigabit/	 Nem	 3 db	 Nem	 Nem	 Igen	 Igen	 Nem	 Nem	 Nem	 Igen	 Nem	 Magyar					
LENOVO ThinkPad T430s N1M2UHV	302217 Ft	 14"	 1600x900	 Igen	 Intel Core i5-3320M 2.60GHz	 4GB	 DDR3	 500 GB	 Intel HD Graphics 4000	 2,8 kg	 DVD-RW	 Windows 7 Professional	 Igen	 10/100/1000MBps /Gigabit/	 Nem	 1 db	 Nem	 Nem	 Igen	 Igen	 Nem	 Nem	 Nem	 Igen	 Nem	 Magyar	 2 db				
LENOVO ThinkPad T430s N1M2ZHV	338518 Ft	 14"	 1600x900	 Igen	 Intel Core i7-3520M 2.90GHz	 4GB	 DDR3	 500 GB	 Intel HD Graphics 3000	 2,8 kg	 DVD-RW	 Windows 7 Professional	 Igen	 10/100/1000MBps /Gigabit/	 Nem	 1 db	 Nem	 Nem	 Igen	 Igen	 Nem	 Nem	 Nem	 Igen	 Nem	 Magyar	 2 db				
LENOVO ThinkPad T430u N3F36HV	278923 Ft	 14"	 1366x768	 Igen	 Intel Core i5-3317U 1.70GHz	 4GB	 DDR3		 NVIDIA GeForce GT 620	 1,85 kg	 DVD-RW	 Windows 7 Professional	 Igen	 10/100/1000MBps /Gigabit/	 Igen		 Nem	 Nem	 Igen	 Igen	 Igen	 Nem	 Nem	 Nem	 Igen	 Magyar	 2 db		 128 GB		
LENOVO ThinkPad T430u N3F37HV	243326 Ft	 14"	 1366x768	 Igen	 Intel Core i5-3317U 1.70GHz	 4GB	 DDR3	 500 GB	 Intel HD Graphics 4000	 1,85 kg	 DVD-RW	 Windows 7 Professional	 Igen	 10/100/1000MBps /Gigabit/	 Igen		 Nem	 Nem	 Igen	 Igen	 Igen	 Nem	 Nem	 Nem	 Igen	 Magyar	 2 db		 24 GB		
LENOVO ThinkPad T430u N3F38HV	284873 Ft	 14"	 1366x768	 Igen	 Intel Core i5-3317U 1.70GHz	 4GB	 DDR3		 Intel HD Graphics 4000	 1,85 kg	 DVD-RW	 Windows 7 Professional	 Igen	 10/100/1000MBps /Gigabit/	 Igen		 Nem	 Nem	 Igen	 Igen	 Igen	 Nem	 Nem	 Nem	 Igen	 Magyar	 2 db		 128 GB		
LENOVO ThinkPad T520 4243CTO	246956 Ft	 15,6"	 1366x768	 Igen	 Intel Core i5-2520M 2.50GHz	 4GB	 DDR3	 320 GB	 Intel HD Graphics	 2,6 kg	 DVD-RW	 Windows 7 Professional	 Igen	 10/100/1000MBps /Gigabit/	 Igen	 4 db	 Nem	 Igen	 Igen	 Igen	 Nem	 Nem	 Nem	 Igen	 Nem	 Magyar				 Nincs	
LENOVO ThinkPad T530 2429CTO	251999 Ft	 15,6"	 1366x768	 Igen	 Intel Core i5-3320M 2.60GHz	 4GB	 DDR3	 500 GB	 Intel HD Graphics 4000	 2,55 kg	 DVD-RW	 Windows 7 Professional	 Igen	 10/100/1000MBps /Gigabit/	 Igen	 2 db	 Nem	 Nem	 Igen	 Igen	 Nem	 Nem	 Nem	 Igen	 Nem	 Magyar	 2 db				
LENOVO ThinkPad T530 N1B3DHV	452569 Ft	 15,6"	 1920x1080	 Igen	 Intel Core i7-3720QM 2.60GHz	 8GB	 DDR3		 NVIDIA Quadro NVS 5400	 2,55 kg	 DVD-RW	 Windows 7 Professional	 Igen	 10/100/1000MBps /Gigabit/	 Igen	 2 db	 Nem	 Nem	 Igen	 Igen	 Nem	 Nem	 Nem	 Igen	 Nem	 Magyar	 2 db		 180 GB		
LENOVO ThinkPad T530 N1B3GHV	329645 Ft	 15,6"	 1920x1080	 Igen	 Intel Core i7-3610QM 2.30GHz	 8GB	 DDR3	 500 GB	 NVIDIA Quadro NVS 5400	 2,55 kg	 DVD-RW	 Windows 7 Professional	 Igen	 10/100/1000MBps /Gigabit/	 Igen	 2 db	 Nem	 Nem	 Igen	 Igen	 Nem	 Nem	 Nem	 Igen	 Nem	 Magyar	 2 db				
LENOVO ThinkPad T530 N1B3QHV	223763 Ft	 15,6"	 1600x900	 Igen	 Intel Core i5-3210M 2.50GHz	 4GB	 DDR3	 500 GB	 Intel HD Graphics	 2,55 kg	 DVD-RW	 Windows 7 Professional	 Igen	 10/100/1000MBps /Gigabit/	 Igen	 2 db	 Nem	 Nem	 Igen	 Igen	 Nem	 Nem	 Nem	 Igen	 Nem	 Magyar	 2 db				
LENOVO ThinkPad T530 N1B3RHV	239897 Ft	 15,6"	 1600x900	 Igen	 Intel Core i5-3210M 2.50GHz	 4GB	 DDR3	 500 GB	 NVIDIA Quadro NVS 5400	 2,55 kg	 DVD-RW	 Windows 7 Professional	 Igen	 10/100/1000MBps /Gigabit/	 Igen	 2 db	 Nem	 Nem	 Igen	 Igen	 Nem	 Nem	 Nem	 Igen	 Nem	 Magyar	 2 db				
LENOVO ThinkPad T530 N1B3SHV	280033 Ft	 15,6"	 1600x900	 Igen	 Intel Core i5-3210M 2.50GHz	 4GB	 DDR3		 NVIDIA Quadro NVS 5400	 2,55 kg	 DVD-RW	 Windows 7 Professional	 Igen	 10/100/1000MBps /Gigabit/	 Igen	 2 db	 Nem	 Nem	 Igen	 Igen	 Nem	 Nem	 Nem	 Igen	 Nem	 Magyar	 2 db		 128 GB		
LENOVO ThinkPad T530i N1B3UHV	201578 Ft	 15,6"	 1600x900	 Igen	 Intel Core i3-2370M 2.40GHz	 4GB	 DDR3	 500 GB	 Intel HD Graphics 3000	 2,57 kg	 DVD-RW	 Windows 7 Professional	 Igen	 10/100/1000MBps /Gigabit/	 Igen	 1 db	 Nem	 Nem	 Igen	 Igen	 Nem	 Nem	 Nem	 Igen	 Nem	 Magyar	 2 db				
LENOVO ThinkPad W530 N1K3AHV	472132 Ft	 15,6"	 1920x1080	 Igen	 Intel Core i7-3720QM 2.60GHz	 8GB	 DDR3	 500 GB	 NVIDIA Quadro K1000M	 2,57 kg	 DVD-RW	 Windows 7 Professional	 Igen	 10/100/1000MBps /Gigabit/	 Igen	 2 db	 Nem	 Nem	 Igen	 Igen	 Nem	 Nem	 Nem	 Igen	 Nem	 Magyar	 1 db			 Nincs	
LENOVO ThinkPad X220 Tablet NYK2BHV	241914 Ft	 12,5"	 1366x768	 Igen	 Intel Core i5-2520M 2.50GHz	 4GB	 DDR3	 320 GB	 Intel HD Graphics 3000	 1,46 kg	 Nincs	 Windows 7 Professional	 Igen	 10/100/1000MBps /Gigabit/	 Igen	 3 db	 Nem	 Nem	 Igen	 Igen	 Nem	 Nem	 Nem	 Igen	 Nem	 Magyar					
LENOVO ThinkPad X230 NZA2MHV	325613 Ft	 12,5"	 1366x768	 Igen	 Intel Core i7-3520M 2.90GHz	 4GB	 DDR3	 500 GB	 Intel HD Graphics 3000	 1,3 kg	 Nincs	 Windows 7 Professional	 Igen	 10/100/1000MBps /Gigabit/	 Igen	 2 db	 Nem	 Nem	 Igen	 Igen	 Nem	 Nem	 Nem	 Igen	 Nem	 Magyar	 1 db				
LENOVO ThinkPad X230 NZA2NHV	332469 Ft	 12,5"	 1366x768	 Igen	 Intel Core i5-3320M 2.60GHz	 4GB	 DDR3		 Intel HD Graphics 3000	 1,3 kg	 Nincs	 Windows 7 Professional	 Igen	 10/100/1000MBps /Gigabit/	 Igen	 2 db	 Nem	 Nem	 Igen	 Igen	 Nem	 Nem	 Nem	 Igen	 Nem	 Magyar	 1 db		 180 GB		
LENOVO ThinkPad X230 NZA2VHV	250825 Ft	 12,5"	 1366x768	 Igen	 Intel Core i5-3210M 2.50GHz	 4GB	 DDR3	 500 GB	 Intel HD Graphics	 1,3 kg	 Nincs	 Windows 7 Professional	 Igen	 10/100/1000MBps /Gigabit/	 Igen	 2 db	 Nem	 Nem	 Igen	 Igen	 Nem	 Nem	 Nem	 Igen	 Nem	 Magyar	 1 db				
LENOVO ThinkPad X230i NZA2YHV	202385 Ft	 12,5"	 1366x768	 Igen	 Intel Core i3-2370M 2.40GHz	 4GB	 DDR3	 500 GB	 Intel HD Graphics	 1,3 kg	 Nincs	 Windows 7 Professional	 Igen	 10/100/1000MBps /Gigabit/	 Nem	 3 db	 Nem	 Nem	 Igen	 Igen	 Nem	 Nem	 Nem	 Igen	 Nem	 Magyar					
MSI CR650-454XHU	65319 Ft	 15,6"	 1366x768	 Igen	 AMD E1-1200 1.40GHz	 2GB	 DDR3	 320 GB	 ATi Mobil RadeOn HD7310	 2,3 kg	 DVD-RW	 FreeDOS	 54MBps	 10/100/1000MBps /Gigabit/	 Nem	 3 db	 Nem	 Nem	 Igen	 Nem	 Igen	 Nem	 Nem	 Nem	 Nem	 Magyar					
PACKARD BELL dot F3715-C-235HG	51546 Ft	 10"	 1024x600	 Igen	 Intel ATOM N2600 1.60GHz	 2GB	 DDR3	 320 GB	 Intel GMA	 1,2 kg	 Nincs	 Linux	 Igen	 10/100MBps	 Nem	 2 db	 Nem	 Nem	 Igen	 Igen	 Nem	 Nem	 Nem	 Nem	 Nem	 Magyar					
PACKARD BELL dot-s NU.BUKES.003 Fekete/Lila	56610 Ft	 10,1"	 1024x600	 Igen	 Intel ATOM N2600 1.60GHz	 1GB	 DDR3	 320 GB	 Intel GMA	 1,2 kg	 Nincs	 Windows 7 Starter	 Igen	 10/100MBps	 Nem	 3 db	 Nem	 Nem	 Igen	 Igen	 Igen	 Nem	 Nem	 Nem	 Nem	 Magyar					
PACKARD BELL dot-se 133HG NU.BUNES.002	57623 Ft	 10,1"	 1024x600	 Igen	 Intel ATOM N435 1.33GHz	 1GB	 DDR3	 320 GB	 Intel GMA 3150	 1,5 kg	 Nincs	 Windows 7 Starter	 Igen		 Nem	 2 db	 Nem	 Nem	 Igen	 Igen	 Nem	 Nem	 Nem	 Nem	 Nem	 Magyar					
PACKARD BELL EasyNote F4011-BZ-235HG	72540 Ft	 15,6"	 1366x768	 Igen	 AMD E-450 1.66GHz	 2GB	 DDR3	 320 GB	 ATi Mobil RadeOn HD6320	 2,5 kg	 DVD-RW	 Linux	 Igen	 10/100MBps	 Nem	 3 db	 Nem	 Nem	 Igen	 Igen	 Igen	 Nem	 Nem	 Nem	 Nem	 Magyar					
PACKARD BELL EasyNote F4011-BZ-253HG	67648 Ft	 15,6"	 1366x768	 Igen	 AMD E-300 1.30GHz	 2GB	 DDR3	 500 GB	 ATi Mobil RadeOn HD6310	 2,5 kg	 DVD-RW	 Linux	 Igen	 10/100MBps	 Nem	 3 db	 Nem	 Nem	 Igen	 Igen	 Igen	 Nem	 Nem	 Nem	 Nem	 Magyar					
PACKARD BELL EasyNote F4085-GN-464HG	89645 Ft	 15,6"	 1366x768	 Igen	 Intel Pentium P6200 2.13GHz	 4GB	 DDR3	 640 GB	 NVIDIA GeForce 610		 DVD-RW	 Linux	 Igen	 10/100MBps	 Igen	 3 db	 Nem	 Nem	 Igen	 Igen	 Igen	 Nem	 Nem	 Nem	 Nem	 Magyar					
PACKARD BELL EasyNote F4087-GN-231HG	70990 Ft	 15,6"	 1366x768	 Igen	 Intel Pentium P6200 2.13GHz	 2GB	 DDR3	 320 GB	 Intel HD Graphics	 2,5 kg	 DVD-RW	 Linux	 Igen	 10/100MBps	 Nem	 3 db	 Nem	 Nem	 Igen	 Igen	 Igen	 Nem	 Nem	 Nem	 Nem	 Magyar					
PACKARD BELL EasyNote F4087-GN-475HG Piros	89645 Ft	 15,6"	 1366x768	 Igen	 Intel Pentium P6200 2.13GHz	 4GB	 DDR3	 750 GB	 NVIDIA GeForce 610		 DVD-RW	 Nincs	 Igen	 10/100MBps	 Igen	 3 db	 Nem	 Nem	 Igen	 Igen	 Igen	 Nem	 Nem	 Nem	 Nem	 Magyar					
PACKARD BELL EasyNote F4211-HR-256HG	74656 Ft	 15,6"	 1366x768	 Igen	 Intel Pentium B960 2.20GHz	 2GB	 DDR3	 500 GB	 Intel HD Graphics	 2,7 kg	 DVD-RW	 Linux	 Igen	 10/100MBps	 Nem	 3 db	 Nem	 Nem	 Igen	 Igen	 Igen	 Nem	 Nem	 Nem	 Nem	 Magyar					
PACKARD BELL EasyNote F4211-HR-453HG	71395 Ft	 15,6"	 1366x768	 Igen	 Intel Celeron B815 1.60GHz	 4GB	 DDR3	 500 GB	 Intel HD Graphics	 2,7 kg	 DVD-RW	 Linux	 Igen	 10/100MBps	 Nem	 3 db	 Nem	 Nem	 Igen	 Igen	 Igen	 Nem	 Nem	 Nem	 Nem	 Magyar					
PACKARD BELL EasyNote F4211-HR-456HG	80003 Ft	 15,6"	 1366x768	 Igen	 Intel Pentium B960 2.20GHz	 4GB	 DDR3	 500 GB	 Intel HD Graphics	 2,7 kg	 DVD-RW	 Linux	 Igen	 10/100MBps	 Nem	 3 db	 Nem	 Nem	 Igen	 Igen	 Igen	 Nem	 Nem	 Nem	 Nem	 Magyar					
PACKARD BELL EasyNote F4211-HR-459HG	87111 Ft	 15,6"	 1366x768	 Igen	 Intel Pentium B960 2.20GHz	 4GB	 DDR3	 500 GB	 Intel HD Graphics	 2,7 kg	 DVD-RW	 Linux	 Igen	 10/100MBps	 Nem	 3 db	 Nem	 Nem	 Igen	 Igen	 Igen	 Nem	 Nem	 Nem	 Nem	 Magyar					
PACKARD BELL EasyNote F4213-HR-235HG Piros	86888 Ft	 15,6"	 1366x768	 Igen	 Intel Celeron B815 1.60GHz	 2GB	 DDR3	 320 GB	 Intel HD Graphics	 2,5 kg	 DVD-RW	 Linux	 Igen	 10/100MBps	 Igen	 2 db	 Nem	 Nem	 Igen	 Igen	 Nem	 Nem	 Nem	 Nem	 Nem	 Magyar	 1 db				
PACKARD BELL EasyNote F4244-HR-235HG Fehér	86888 Ft	 15,6"	 1366x768	 Igen	 Intel Celeron B815 1.60GHz	 2GB	 DDR3	 320 GB	 Intel HD Graphics	 2,6 kg	 DVD-RW	 Linux	 Igen	 10/100MBps	 Nem	 3 db	 Nem	 Nem	 Igen	 Igen	 Igen	 Nem	 Nem	 Nem	 Nem	 Magyar				 Nincs	
PACKARD BELL EasyNote F5211-BZ-231HG Fekete	67749 Ft	 15,6"	 1366x768	 Igen	 AMD E-450 1.66GHz	 2GB	 DDR3	 320 GB	 ATi Mobil RadeOn HD6320	 2,6 kg	 DVD-RW	 Linux	 Igen	 10/100MBps	 Nem	 2 db	 Nem	 Nem	 Igen	 Igen	 Igen	 Nem	 Nem	 Nem	 Nem	 Magyar	 1 db				
PACKARD BELL EasyNote F5211-BZ-451HG	76560 Ft	 15,6"	 1366x768	 Igen	 AMD E-450 1.66GHz	 4GB	 DDR3	 500 GB	 ATi Mobil RadeOn HD6320	 2,6 kg	 DVD-RW	 Linux	 Igen	 10/100MBps	 Nem	 2 db	 Nem	 Nem	 Igen	 Igen	 Igen	 Nem	 Nem	 Nem	 Nem	 Magyar	 1 db				
PACKARD BELL EasyNote F5211-BZ-452HG	73522 Ft	 15,6"	 1366x768	 Igen	 AMD E1-1200 1.40GHz	 4GB	 DDR3	 320 GB	 ATi Mobil RadeOn HD6320	 2,6 kg	 DVD-RW	 Linux	 Igen	 10/100MBps	 Nem	 2 db	 Nem	 Nem	 Igen	 Igen	 Igen	 Nem	 Nem	 Nem	 Nem	 Magyar	 1 db				
PACKARD BELL EasyNote F5211-HC-231HG Fekete	74129 Ft	 15,6"	 1366x768	 Igen	 Intel Pentium B970 2.30GHz	 2GB	 DDR3	 320 GB	 Intel HD Graphics	 2,6 kg	 DVD-RW	 Linux	 Igen	 10/100MBps	 Nem	 3 db	 Nem	 Nem	 Igen	 Igen	 Igen	 Nem	 Nem	 Nem	 Nem	 Magyar					
PACKARD BELL EasyNote F5211-HC-232HG Fekete	67749 Ft	 15,6"	 1366x768	 Igen	 Intel Celeron B820 1.70GHz	 2GB	 DDR3	 320 GB	 Intel HD Graphics	 2,6 kg	 DVD-RW	 Linux	 Igen	 10/100MBps	 Nem	 3 db	 Nem	 Nem	 Igen	 Igen	 Igen	 Nem	 Nem	 Nem	 Nem	 Magyar					
PACKARD BELL EasyNote F5211-HC-258HG Fekete	89849 Ft	 15,6"	 1366x768	 Igen	 Intel Pentium B970 2.30GHz	 2GB	 DDR3	 500 GB	 NVIDIA GeForce GT 620	 2,6 kg	 DVD-RW	 Linux	 Igen	 10/100MBps	 Nem	 3 db	 Nem	 Nem	 Igen	 Igen	 Igen	 Nem	 Nem	 Nem	 Nem	 Magyar					
PACKARD BELL EasyNote F5211-HC-260HG Fekete	70980 Ft	 15,6"	 1366x768	 Igen	 Intel Celeron B830 1.80GHz	 2GB	 DDR3	 500 GB	 Intel HD Graphics	 2,6 kg	 DVD-RW	 Linux	 Igen	 10/100MBps	 Nem	 3 db	 Nem	 Nem	 Igen	 Igen	 Igen	 Nem	 Nem	 Nem	 Nem	 Magyar					
PACKARD BELL EasyNote F5211-HC-452HG	70282 Ft	 15,6"	 1366x768	 Igen	 Intel Celeron B815 1.60GHz	 4GB	 DDR3	 500 GB	 Intel HD Graphics	 2,6 kg	 DVD-RW	 Linux	 Igen	 10/100MBps	 Nem	 3 db	 Nem	 Nem	 Igen	 Igen	 Igen	 Nem	 Nem	 Nem	 Nem	 Magyar					
PACKARD BELL EasyNote F5211-HC-851HG	82547 Ft	 15,6"	 1366x768	 Igen	 Intel Pentium B970 2.30GHz	 8GB	 DDR3	 500 GB	 Intel HD Graphics	 2,6 kg	 DVD-RW	 Linux	 Igen	 10/100/1000MBps /Gigabit/	 Nem	 3 db	 Nem	 Nem	 Igen	 Igen	 Igen	 Nem	 Nem	 Nem	 Nem	 Magyar					
PACKARD BELL EasyNote F6244-HC-451HG Fehér	97962 Ft	 15,6"	 1366x768	 Igen	 Intel Core i3-2370M 2.40GHz	 4GB	 DDR3	 320 GB	 Intel HD Graphics	 2,25 kg	 DVD-RW	 Linux	 Igen	 10/100MBps	 Nem	 2 db	 Nem	 Nem	 Igen	 Igen	 Nem	 Nem	 Nem	 Nem	 Nem	 Magyar	 1 db				
